"","Year","Index","Q25","Q975","Stratum"
"1108",1981,0.0561690241447948,0.00936433999031755,0.169644497347513,"ND"
"1109",1982,0.0606400288139664,0.0109833997320675,0.227509479421362,"ND"
"1110",1983,0.0639292809713162,0.00962842286324614,0.230816017080023,"ND"
"1111",1984,0.0686991518034626,0.0169288546008441,0.267414884855683,"ND"
"1112",1985,0.0758206431661547,0.014317934369931,0.332361081532836,"ND"
"1113",1986,0.0840924076650533,0.0223795906536658,0.384272566185847,"ND"
"1114",1987,0.0833914216083444,0.024372412424525,0.313072098799518,"ND"
"1115",1988,0.102147435707723,0.0273194454017987,0.46647710532891,"ND"
"1116",1989,0.143276850932434,0.0296152810493774,0.866816542622466,"ND"
"1117",1990,0.0887028484700242,0.0275223198591474,0.341719230147327,"ND"
"1118",1991,0.0807565848430183,0.0275594744415289,0.260129947242026,"ND"
"1119",1992,0.0781523937426698,0.0277094673231565,0.271353529194924,"ND"
"1120",1993,0.0807984271996408,0.0287487029429579,0.285319777199597,"ND"
"1121",1994,0.0609591882607863,0.0236768521376255,0.163137519034147,"ND"
"1122",1995,0.0501962575903964,0.0189605031394861,0.115004442860077,"ND"
"1123",1996,0.0398143320451111,0.00923523347864035,0.0862722666844377,"ND"
"1124",1997,0.0354025598732684,0.00704691487390543,0.0754242907193038,"ND"
"1125",1998,0.0330024062328354,0.00373691427938808,0.0672595372832018,"ND"
"1126",1999,0.0310679655121703,0.00268890684307227,0.0654672895938672,"ND"
"1127",2000,0.0297532954538805,0.0031562798250886,0.065242918854349,"ND"
"1128",2001,0.0291918874839321,0.00450437721048122,0.0659093400392287,"ND"
"1129",2002,0.0293974287175744,0.00658927269858623,0.0591210418462222,"ND"
"1130",2003,0.0304835775518947,0.00906476903747654,0.0653550674534556,"ND"
"1131",2004,0.034626682486482,0.0131879102214372,0.079679262357488,"ND"
"1132",2005,0.0339874249680414,0.0135042941634001,0.0737698906036337,"ND"
"1133",2006,0.0294171689171961,0.0106726253238466,0.071983477228194,"ND"
"1134",2007,0.0263412111519155,0.00589171391193943,0.0582077834813262,"ND"
"1135",2008,0.0253550030400746,0.00672610067482119,0.0551946122698429,"ND"
"1136",2009,0.0252571450451578,0.00659889371734145,0.0564453459180169,"ND"
"1137",2010,0.0267251791798593,0.00797227509119991,0.060229058309701,"ND"
"1138",2011,0.0285965119145026,0.0110741547930361,0.0645069113776429,"ND"
"1139",2012,0.0288730314531535,0.0112453122558608,0.0602637534156916,"ND"
"1140",2013,0.0237841438757821,0.00775529580769319,0.0517780103318208,"ND"
"1141",2014,0.023424310420868,0.00657583700764958,0.0546350249893075,"ND"
"1142",2015,0.0230110244699456,0.00585134507821922,0.050234985468928,"ND"
"1143",2016,0.0214393629088896,0.00405203207936455,0.0473024548767837,"ND"
"1144",2017,0.0211499085971526,0.00198360869487033,0.0504695995831788,"ND"
"1145",1966,0.0197664176577813,0.00921653720737893,0.0429110659375924,"NM"
"1146",1967,0.0196827304785959,0.00945056164917122,0.0414329398091162,"NM"
"1147",1968,0.0195616687790077,0.0093473386705116,0.0380949957988342,"NM"
"1148",1969,0.0195024332120429,0.0093421451456653,0.039014799305802,"NM"
"1149",1970,0.01946608619948,0.00979840311841602,0.0375670236078256,"NM"
