"","grid2","grid1","dist","pairid","dcat"
"493","39_89","48_102",1441,"39_89.48_102","1301-1500"
"494","39_88","48_102",1499,"39_88.48_102","1301-1500"
"495","39_83","48_102",1815,"39_83.48_102",">1500"
"496","39_79","48_102",2087,"39_79.48_102",">1500"
"497","39_78","48_102",2156,"39_78.48_102",">1500"
"498","39_77","48_102",2227,"39_77.48_102",">1500"
"499","39_76","48_102",2297,"39_76.48_102",">1500"
"500","39_75","48_102",2369,"39_75.48_102",">1500"
"501","38_103","48_102",1114,"38_103.48_102","1101-1300"
"502","38_102","48_102",1111,"38_102.48_102","1101-1300"
"503","38_101","48_102",1114,"38_101.48_102","1101-1300"
"504","38_100","48_102",1123,"38_100.48_102","1101-1300"
"505","38_99","48_102",1137,"38_99.48_102","1101-1300"
"506","38_98","48_102",1157,"38_98.48_102","1101-1300"
"507","38_97","48_102",1182,"38_97.48_102","1101-1300"
"508","38_96","48_102",1211,"38_96.48_102","1101-1300"
"509","38_95","48_102",1246,"38_95.48_102","1101-1300"
"510","38_94","48_102",1284,"38_94.48_102","1101-1300"
"511","38_93","48_102",1326,"38_93.48_102","1301-1500"
"512","38_92","48_102",1372,"38_92.48_102","1301-1500"
"513","38_89","48_102",1525,"38_89.48_102",">1500"
"514","38_88","48_102",1582,"38_88.48_102",">1500"
"515","38_87","48_102",1640,"38_87.48_102",">1500"
"516","38_86","48_102",1699,"38_86.48_102",">1500"
"517","38_85","48_102",1761,"38_85.48_102",">1500"
"518","38_83","48_102",1888,"38_83.48_102",">1500"
"519","38_79","48_102",2154,"38_79.48_102",">1500"
"520","38_78","48_102",2223,"38_78.48_102",">1500"
"521","38_77","48_102",2292,"38_77.48_102",">1500"
"522","38_76","48_102",2362,"38_76.48_102",">1500"
"523","38_75","48_102",2432,"38_75.48_102",">1500"
"524","37_102","48_102",1222,"37_102.48_102","1101-1300"
"525","37_101","48_102",1225,"37_101.48_102","1101-1300"
"526","37_100","48_102",1233,"37_100.48_102","1101-1300"
"527","37_99","48_102",1246,"37_99.48_102","1101-1300"
"528","37_98","48_102",1264,"37_98.48_102","1101-1300"
"529","37_93","48_102",1423,"37_93.48_102","1301-1500"
"530","37_89","48_102",1613,"37_89.48_102",">1500"
"531","37_88","48_102",1667,"37_88.48_102",">1500"
"532","37_87","48_102",1723,"37_87.48_102",">1500"
"533","37_85","48_102",1840,"37_85.48_102",">1500"
"534","37_79","48_102",2225,"37_79.48_102",">1500"
"535","37_78","48_102",2292,"37_78.48_102",">1500"
"536","37_76","48_102",2429,"37_76.48_102",">1500"
"537","36_101","48_102",1335,"36_101.48_102","1301-1500"
"538","36_100","48_102",1343,"36_100.48_102","1301-1500"
"539","36_97","48_102",1394,"36_97.48_102","1301-1500"
"540","36_96","48_102",1420,"36_96.48_102","1301-1500"
"541","36_95","48_102",1450,"36_95.48_102","1301-1500"
"542","36_82","48_102",2105,"36_82.48_102",">1500"
"543","35_102","48_102",1444,"35_102.48_102","1301-1500"
"544","35_101","48_102",1446,"35_101.48_102","1301-1500"
"545","35_99","48_102",1465,"35_99.48_102","1301-1500"
"546","35_79","48_102",2375,"35_79.48_102",">1500"
"547","34_101","48_102",1557,"34_101.48_102",">1500"
"548","34_82","48_102",2269,"34_82.48_102",">1500"
"549","50_110","48_101",688,"50_110.48_101","501-700"
"550","49_107","48_101",453,"49_107.48_101","301-500"
"551","48_103","48_101",148,"48_103.48_101","100-300"
"552","48_102","48_101",74,"48_102.48_101","<100"
"553","48_100","48_101",74,"48_100.48_101","<100"
"554","47_108","48_101",534,"47_108.48_101","501-700"
"555","47_103","48_101",186,"47_103.48_101","100-300"
"556","47_102","48_101",134,"47_102.48_101","100-300"
"557","47_101","48_101",111,"47_101.48_101","100-300"
"558","47_100","48_101",134,"47_100.48_101","100-300"
"559","47_99","48_101",186,"47_99.48_101","100-300"
"560","47_98","48_101",250,"47_98.48_101","100-300"
"561","46_103","48_101",269,"46_103.48_101","100-300"
"562","46_102","48_101",235,"46_102.48_101","100-300"
"563","46_101","48_101",222,"46_101.48_101","100-300"
"564","46_100","48_101",235,"46_100.48_101","100-300"
"565","46_99","48_101",269,"46_99.48_101","100-300"
"566","45_105","48_101",451,"45_105.48_101","301-500"
"567","45_104","48_101",404,"45_104.48_101","301-500"
"568","45_103","48_101",367,"45_103.48_101","301-500"
"569","45_102","48_101",342,"45_102.48_101","301-500"
"570","45_101","48_101",334,"45_101.48_101","301-500"
"571","45_100","48_101",342,"45_100.48_101","301-500"
"572","45_99","48_101",367,"45_99.48_101","301-500"
"573","45_98","48_101",404,"45_98.48_101","301-500"
"574","44_102","48_101",451,"44_102.48_101","301-500"
"575","44_101","48_101",445,"44_101.48_101","301-500"
"576","44_100","48_101",451,"44_100.48_101","301-500"
"577","44_99","48_101",470,"44_99.48_101","301-500"
"578","44_98","48_101",501,"44_98.48_101","501-700"
"579","44_97","48_101",540,"44_97.48_101","501-700"
"580","44_89","48_101",1021,"44_89.48_101","901-1100"
"581","43_102","48_101",561,"43_102.48_101","501-700"
"582","43_100","48_101",561,"43_100.48_101","501-700"
"583","43_99","48_101",577,"43_99.48_101","501-700"
"584","43_97","48_101",636,"43_97.48_101","501-700"
"585","43_89","48_101",1081,"43_89.48_101","901-1100"
"586","42_103","48_101",685,"42_103.48_101","501-700"
"587","42_102","48_101",671,"42_102.48_101","501-700"
"588","42_101","48_101",667,"42_101.48_101","501-700"
"589","42_99","48_101",685,"42_99.48_101","501-700"
"590","42_98","48_101",707,"42_98.48_101","701-900"
"591","42_95","48_101",815,"42_95.48_101","701-900"
"592","42_90","48_101",1086,"42_90.48_101","901-1100"
"593","42_89","48_101",1149,"42_89.48_101","1101-1300"
"594","41_103","48_101",794,"41_103.48_101","701-900"
"595","41_102","48_101",782,"41_102.48_101","701-900"
"596","41_101","48_101",778,"41_101.48_101","701-900"
"597","41_100","48_101",782,"41_100.48_101","701-900"
"598","41_92","48_101",1052,"41_92.48_101","901-1100"
"599","41_90","48_101",1163,"41_90.48_101","1101-1300"
"600","41_76","48_101",2107,"41_76.48_101",">1500"
"601","40_103","48_101",903,"40_103.48_101","901-1100"
"602","40_102","48_101",893,"40_102.48_101","701-900"
"603","40_101","48_101",889,"40_101.48_101","701-900"
"604","40_99","48_101",903,"40_99.48_101","901-1100"
"605","40_96","48_101",973,"40_96.48_101","901-1100"
"606","40_94","48_101",1048,"40_94.48_101","901-1100"
"607","40_92","48_101",1140,"40_92.48_101","1101-1300"
"608","40_91","48_101",1191,"40_91.48_101","1101-1300"
"609","40_90","48_101",1245,"40_90.48_101","1101-1300"
"610","40_89","48_101",1301,"40_89.48_101","1301-1500"
"611","40_84","48_101",1612,"40_84.48_101",">1500"
"612","40_83","48_101",1679,"40_83.48_101",">1500"
"613","40_79","48_101",1953,"40_79.48_101",">1500"
"614","40_77","48_101",2094,"40_77.48_101",">1500"
"615","40_76","48_101",2165,"40_76.48_101",">1500"
"616","40_75","48_101",2237,"40_75.48_101",">1500"
"617","39_103","48_101",1013,"39_103.48_101","901-1100"
"618","39_102","48_101",1003,"39_102.48_101","901-1100"
"619","39_101","48_101",1000,"39_101.48_101","901-1100"
"620","39_100","48_101",1003,"39_100.48_101","901-1100"
"621","39_99","48_101",1013,"39_99.48_101","901-1100"
"622","39_98","48_101",1028,"39_98.48_101","901-1100"
"623","39_97","48_101",1050,"39_97.48_101","901-1100"
"624","39_96","48_101",1077,"39_96.48_101","901-1100"
"625","39_94","48_101",1146,"39_94.48_101","1101-1300"
"626","39_93","48_101",1187,"39_93.48_101","1101-1300"
"627","39_92","48_101",1231,"39_92.48_101","1101-1300"
"628","39_91","48_101",1280,"39_91.48_101","1101-1300"
"629","39_90","48_101",1331,"39_90.48_101","1301-1500"
"630","39_89","48_101",1385,"39_89.48_101","1301-1500"
"631","39_88","48_101",1441,"39_88.48_101","1301-1500"
"632","39_83","48_101",1749,"39_83.48_101",">1500"
"633","39_79","48_101",2018,"39_79.48_101",">1500"
"634","39_78","48_101",2087,"39_78.48_101",">1500"
"635","39_77","48_101",2156,"39_77.48_101",">1500"
"636","39_76","48_101",2227,"39_76.48_101",">1500"
"637","39_75","48_101",2297,"39_75.48_101",">1500"
"638","38_103","48_101",1123,"38_103.48_101","1101-1300"
"639","38_102","48_101",1114,"38_102.48_101","1101-1300"
"640","38_101","48_101",1111,"38_101.48_101","1101-1300"
"641","38_100","48_101",1114,"38_100.48_101","1101-1300"
"642","38_99","48_101",1123,"38_99.48_101","1101-1300"
"643","38_98","48_101",1137,"38_98.48_101","1101-1300"
"644","38_97","48_101",1157,"38_97.48_101","1101-1300"
"645","38_96","48_101",1182,"38_96.48_101","1101-1300"
"646","38_95","48_101",1211,"38_95.48_101","1101-1300"
"647","38_94","48_101",1246,"38_94.48_101","1101-1300"
"648","38_93","48_101",1284,"38_93.48_101","1101-1300"
"649","38_92","48_101",1326,"38_92.48_101","1301-1500"
"650","38_89","48_101",1472,"38_89.48_101","1301-1500"
"651","38_88","48_101",1525,"38_88.48_101",">1500"
"652","38_87","48_101",1582,"38_87.48_101",">1500"
"653","38_86","48_101",1640,"38_86.48_101",">1500"
"654","38_85","48_101",1699,"38_85.48_101",">1500"
"655","38_83","48_101",1824,"38_83.48_101",">1500"
"656","38_79","48_101",2086,"38_79.48_101",">1500"
"657","38_78","48_101",2154,"38_78.48_101",">1500"
"658","38_77","48_101",2223,"38_77.48_101",">1500"
"659","38_76","48_101",2292,"38_76.48_101",">1500"
"660","38_75","48_101",2362,"38_75.48_101",">1500"
"661","37_102","48_101",1225,"37_102.48_101","1101-1300"
"662","37_101","48_101",1222,"37_101.48_101","1101-1300"
"663","37_100","48_101",1225,"37_100.48_101","1101-1300"
"664","37_99","48_101",1233,"37_99.48_101","1101-1300"
"665","37_98","48_101",1246,"37_98.48_101","1101-1300"
"666","37_93","48_101",1383,"37_93.48_101","1301-1500"
"667","37_89","48_101",1562,"37_89.48_101",">1500"
"668","37_88","48_101",1613,"37_88.48_101",">1500"
"669","37_87","48_101",1667,"37_87.48_101",">1500"
"670","37_85","48_101",1781,"37_85.48_101",">1500"
"671","37_79","48_101",2158,"37_79.48_101",">1500"
"672","37_78","48_101",2225,"37_78.48_101",">1500"
"673","37_76","48_101",2360,"37_76.48_101",">1500"
"674","36_101","48_101",1333,"36_101.48_101","1301-1500"
"675","36_100","48_101",1335,"36_100.48_101","1301-1500"
"676","36_97","48_101",1372,"36_97.48_101","1301-1500"
"677","36_96","48_101",1394,"36_96.48_101","1301-1500"
"678","36_95","48_101",1420,"36_95.48_101","1301-1500"
"679","36_82","48_101",2043,"36_82.48_101",">1500"
"680","35_102","48_101",1446,"35_102.48_101","1301-1500"
"681","35_101","48_101",1444,"35_101.48_101","1301-1500"
"682","35_99","48_101",1453,"35_99.48_101","1301-1500"
"683","35_79","48_101",2311,"35_79.48_101",">1500"
"684","34_101","48_101",1555,"34_101.48_101",">1500"
"685","34_82","48_101",2210,"34_82.48_101",">1500"
"686","50_110","48_100",757,"50_110.48_100","701-900"
"687","49_107","48_100",524,"49_107.48_100","501-700"
"688","48_103","48_100",222,"48_103.48_100","100-300"
"689","48_102","48_100",148,"48_102.48_100","100-300"
"690","48_101","48_100",74,"48_101.48_100","<100"
"691","47_108","48_100",607,"47_108.48_100","501-700"
"692","47_103","48_100",250,"47_103.48_100","100-300"
"693","47_102","48_100",186,"47_102.48_100","100-300"
"694","47_101","48_100",134,"47_101.48_100","100-300"
"695","47_100","48_100",111,"47_100.48_100","100-300"
"696","47_99","48_100",134,"47_99.48_100","100-300"
"697","47_98","48_100",186,"47_98.48_100","100-300"
"698","46_103","48_100",317,"46_103.48_100","301-500"
"699","46_102","48_100",269,"46_102.48_100","100-300"
"700","46_101","48_100",235,"46_101.48_100","100-300"
"701","46_100","48_100",222,"46_100.48_100","100-300"
"702","46_99","48_100",235,"46_99.48_100","100-300"
"703","45_105","48_100",506,"45_105.48_100","501-700"
"704","45_104","48_100",451,"45_104.48_100","301-500"
"705","45_103","48_100",404,"45_103.48_100","301-500"
"706","45_102","48_100",367,"45_102.48_100","301-500"
"707","45_101","48_100",342,"45_101.48_100","301-500"
"708","45_100","48_100",334,"45_100.48_100","301-500"
"709","45_99","48_100",342,"45_99.48_100","301-500"
"710","45_98","48_100",367,"45_98.48_100","301-500"
"711","44_102","48_100",470,"44_102.48_100","301-500"
"712","44_101","48_100",451,"44_101.48_100","301-500"
"713","44_100","48_100",445,"44_100.48_100","301-500"
"714","44_99","48_100",451,"44_99.48_100","301-500"
"715","44_98","48_100",470,"44_98.48_100","301-500"
"716","44_97","48_100",501,"44_97.48_100","501-700"
"717","44_89","48_100",953,"44_89.48_100","901-1100"
"718","43_102","48_100",577,"43_102.48_100","501-700"
"719","43_100","48_100",556,"43_100.48_100","501-700"
"720","43_99","48_100",561,"43_99.48_100","501-700"
"721","43_97","48_100",602,"43_97.48_100","501-700"
"722","43_89","48_100",1016,"43_89.48_100","901-1100"
"723","42_103","48_100",707,"42_103.48_100","701-900"
"724","42_102","48_100",685,"42_102.48_100","501-700"
"725","42_101","48_100",671,"42_101.48_100","501-700"
"726","42_99","48_100",671,"42_99.48_100","501-700"
"727","42_98","48_100",685,"42_98.48_100","501-700"
"728","42_95","48_100",773,"42_95.48_100","701-900"
"729","42_90","48_100",1026,"42_90.48_100","901-1100"
"730","42_89","48_100",1086,"42_89.48_100","901-1100"
"731","41_103","48_100",813,"41_103.48_100","701-900"
"732","41_102","48_100",794,"41_102.48_100","701-900"
"733","41_101","48_100",782,"41_101.48_100","701-900"
"734","41_100","48_100",778,"41_100.48_100","701-900"
"735","41_92","48_100",1000,"41_92.48_100","901-1100"
"736","41_90","48_100",1106,"41_90.48_100","1101-1300"
"737","41_76","48_100",2035,"41_76.48_100",">1500"
"738","40_103","48_100",920,"40_103.48_100","901-1100"
"739","40_102","48_100",903,"40_102.48_100","901-1100"
"740","40_101","48_100",893,"40_101.48_100","701-900"
"741","40_99","48_100",893,"40_99.48_100","701-900"
"742","40_96","48_100",944,"40_96.48_100","901-1100"
"743","40_94","48_100",1008,"40_94.48_100","901-1100"
"744","40_92","48_100",1092,"40_92.48_100","901-1100"
"745","40_91","48_100",1140,"40_91.48_100","1101-1300"
"746","40_90","48_100",1191,"40_90.48_100","1101-1300"
"747","40_89","48_100",1245,"40_89.48_100","1101-1300"
"748","40_84","48_100",1547,"40_84.48_100",">1500"
"749","40_83","48_100",1612,"40_83.48_100",">1500"
"750","40_79","48_100",1883,"40_79.48_100",">1500"
"751","40_77","48_100",2023,"40_77.48_100",">1500"
"752","40_76","48_100",2094,"40_76.48_100",">1500"
"753","40_75","48_100",2165,"40_75.48_100",">1500"
"754","39_103","48_100",1028,"39_103.48_100","901-1100"
"755","39_102","48_100",1013,"39_102.48_100","901-1100"
"756","39_101","48_100",1003,"39_101.48_100","901-1100"
"757","39_100","48_100",1000,"39_100.48_100","901-1100"
"758","39_99","48_100",1003,"39_99.48_100","901-1100"
"759","39_98","48_100",1013,"39_98.48_100","901-1100"
"760","39_97","48_100",1028,"39_97.48_100","901-1100"
"761","39_96","48_100",1050,"39_96.48_100","901-1100"
"762","39_94","48_100",1109,"39_94.48_100","1101-1300"
"763","39_93","48_100",1146,"39_93.48_100","1101-1300"
"764","39_92","48_100",1187,"39_92.48_100","1101-1300"
"765","39_91","48_100",1231,"39_91.48_100","1101-1300"
"766","39_90","48_100",1280,"39_90.48_100","1101-1300"
"767","39_89","48_100",1331,"39_89.48_100","1301-1500"
"768","39_88","48_100",1385,"39_88.48_100","1301-1500"
"769","39_83","48_100",1685,"39_83.48_100",">1500"
"770","39_79","48_100",1949,"39_79.48_100",">1500"
"771","39_78","48_100",2018,"39_78.48_100",">1500"
"772","39_77","48_100",2087,"39_77.48_100",">1500"
"773","39_76","48_100",2156,"39_76.48_100",">1500"
"774","39_75","48_100",2227,"39_75.48_100",">1500"
"775","38_103","48_100",1137,"38_103.48_100","1101-1300"
"776","38_102","48_100",1123,"38_102.48_100","1101-1300"
"777","38_101","48_100",1114,"38_101.48_100","1101-1300"
"778","38_100","48_100",1111,"38_100.48_100","1101-1300"
"779","38_99","48_100",1114,"38_99.48_100","1101-1300"
"780","38_98","48_100",1123,"38_98.48_100","1101-1300"
"781","38_97","48_100",1137,"38_97.48_100","1101-1300"
"782","38_96","48_100",1157,"38_96.48_100","1101-1300"
"783","38_95","48_100",1182,"38_95.48_100","1101-1300"
"784","38_94","48_100",1211,"38_94.48_100","1101-1300"
"785","38_93","48_100",1246,"38_93.48_100","1101-1300"
"786","38_92","48_100",1284,"38_92.48_100","1101-1300"
"787","38_89","48_100",1420,"38_89.48_100","1301-1500"
"788","38_88","48_100",1472,"38_88.48_100","1301-1500"
"789","38_87","48_100",1525,"38_87.48_100",">1500"
"790","38_86","48_100",1582,"38_86.48_100",">1500"
"791","38_85","48_100",1640,"38_85.48_100",">1500"
"792","38_83","48_100",1761,"38_83.48_100",">1500"
"793","38_79","48_100",2019,"38_79.48_100",">1500"
"794","38_78","48_100",2086,"38_78.48_100",">1500"
"795","38_77","48_100",2154,"38_77.48_100",">1500"
"796","38_76","48_100",2223,"38_76.48_100",">1500"
"797","38_75","48_100",2292,"38_75.48_100",">1500"
"798","37_102","48_100",1233,"37_102.48_100","1101-1300"
"799","37_101","48_100",1225,"37_101.48_100","1101-1300"
"800","37_100","48_100",1222,"37_100.48_100","1101-1300"
"801","37_99","48_100",1225,"37_99.48_100","1101-1300"
"802","37_98","48_100",1233,"37_98.48_100","1101-1300"
"803","37_93","48_100",1347,"37_93.48_100","1301-1500"
"804","37_89","48_100",1513,"37_89.48_100",">1500"
"805","37_88","48_100",1562,"37_88.48_100",">1500"
"806","37_87","48_100",1613,"37_87.48_100",">1500"
"807","37_85","48_100",1723,"37_85.48_100",">1500"
"808","37_79","48_100",2092,"37_79.48_100",">1500"
"809","37_78","48_100",2158,"37_78.48_100",">1500"
"810","37_76","48_100",2292,"37_76.48_100",">1500"
"811","36_101","48_100",1335,"36_101.48_100","1301-1500"
"812","36_100","48_100",1333,"36_100.48_100","1301-1500"
"813","36_97","48_100",1355,"36_97.48_100","1301-1500"
"814","36_96","48_100",1372,"36_96.48_100","1301-1500"
"815","36_95","48_100",1394,"36_95.48_100","1301-1500"
"816","36_82","48_100",1982,"36_82.48_100",">1500"
"817","35_102","48_100",1453,"35_102.48_100","1301-1500"
"818","35_101","48_100",1446,"35_101.48_100","1301-1500"
"819","35_99","48_100",1446,"35_99.48_100","1301-1500"
"820","35_79","48_100",2248,"35_79.48_100",">1500"
"821","34_101","48_100",1557,"34_101.48_100",">1500"
"822","34_82","48_100",2152,"34_82.48_100",">1500"
"823","50_110","47_108",364,"50_110.47_108","301-500"
"824","49_107","47_108",234,"49_107.47_108","100-300"
"825","48_103","47_108",389,"48_103.47_108","301-500"
"826","48_102","47_108",461,"48_102.47_108","301-500"
"827","48_101","47_108",534,"48_101.47_108","501-700"
"828","48_100","47_108",607,"48_100.47_108","501-700"
"829","47_103","47_108",377,"47_103.47_108","301-500"
"830","47_102","47_108",452,"47_102.47_108","301-500"
"831","47_101","47_108",527,"47_101.47_108","501-700"
"832","47_100","47_108",602,"47_100.47_108","501-700"
"833","47_99","47_108",678,"47_99.47_108","501-700"
"834","47_98","47_108",753,"47_98.47_108","701-900"
"835","46_103","47_108",396,"46_103.47_108","301-500"
"836","46_102","47_108",470,"46_102.47_108","301-500"
"837","46_101","47_108",544,"46_101.47_108","501-700"
"838","46_100","47_108",618,"46_100.47_108","501-700"
"839","46_99","47_108",693,"46_99.47_108","501-700"
"840","45_105","47_108",320,"45_105.47_108","301-500"
"841","45_104","47_108",379,"45_104.47_108","301-500"
"842","45_103","47_108",443,"45_103.47_108","301-500"
"843","45_102","47_108",511,"45_102.47_108","501-700"
"844","45_101","47_108",581,"45_101.47_108","501-700"
"845","45_100","47_108",653,"45_100.47_108","501-700"
