"","pairid","state1","state2","dist","dcat","reg"
"2697","IA-RI","RI","IA",1814,">1500","both"
"2698","KS-RI","RI","KS",2303,">1500","both"
"2699","LA-RI","RI","LA",2169,">1500","both"
"2700","MD-RI","RI","MD",530,"501-700","east"
"2701","MN-RI","RI","MN",1886,">1500","both"
"2702","MS-RI","RI","MS",1881,">1500","east"
"2703","MO-RI","RI","MO",1816,">1500","both"
"2704","NE-RI","RI","NE",2342,">1500","both"
"2705","NV-RI","RI","NV",3784,">1500","both"
"2706","NJ-RI","RI","NJ",308,"301-500","east"
"2707","NY-RI","RI","NY",351,"301-500","east"
"2708","ND-RI","RI","ND",2366,">1500","both"
"2709","OH-RI","RI","OH",955,"901-1100","east"
"2710","PA-RI","RI","PA",528,"501-700","east"
"2711","SC-RI","RI","SC",1190,"1101-1300","east"
"2712","SD-RI","RI","SD",2341,">1500","both"
"2713","TX-RI","RI","TX",2715,">1500","both"
"2714","UT-RI","RI","UT",3377,">1500","both"
"2715","VA-RI","RI","VA",779,"701-900","east"
"2716","WY-RI","RI","WY",2944,">1500","both"
"2717","PR-RI","RI","PR",2647,">1500","both"
"2718","OR-RI","RI","OR",3953,">1500","both"
"2719","WV-RI","RI","WV",840,"701-900","east"
"2720","AL-RI","RI","AL",1671,">1500","east"
"2721","AK-RI","RI","AK",5514,">1500","both"
"2722","CO-RI","RI","CO",2882,">1500","both"
"2723","DE-RI","RI","DE",448,"301-500","east"
"2724","DC-RI","RI","DC",556,"501-700","both"
"2725","HI-RI","RI","HI",8095,">1500","both"
"2726","IN-RI","RI","IN",1254,"1101-1300","east"
"2727","KY-RI","RI","KY",1262,"1101-1300","east"
"2728","ME-RI","RI","ME",450,"301-500","east"
"2729","MA-RI","RI","MA",67,"<100","east"
"2730","MI-RI","RI","MI",1087,"901-1100","east"
"2731","MT-RI","RI","MT",3060,">1500","both"
"2732","NH-RI","RI","NH",221,"100-300","east"
"2733","NM-RI","RI","NM",3112,">1500","both"
"2734","NC-RI","RI","NC",961,"901-1100","east"
"2735","OK-RI","RI","OK",2346,">1500","both"
"2736","VI-RI","RI","VI",2735,">1500","both"
"2738","TN-RI","RI","TN",1435,"1301-1500","east"
"2739","VT-RI","RI","VT",279,"100-300","east"
"2740","WA-RI","RI","WA",3868,">1500","both"
"2741","WI-RI","RI","WI",1530,">1500","east"
"2742","AS-RI","RI","AS",11807,">1500","both"
"2743","GU-RI","RI","GU",12857,">1500","both"
"2744","MP-RI","RI","MP",12637,">1500","both"
"2745","AZ-TN","TN","AZ",2310,">1500","both"
"2746","AR-TN","TN","AR",564,"501-700","both"
"2747","CA-TN","TN","CA",2967,">1500","both"
"2748","CT-TN","TN","CT",1344,"1301-1500","east"
"2749","FL-TN","TN","FL",876,"701-900","east"
"2750","GA-TN","TN","GA",444,"301-500","east"
"2751","ID-TN","TN","ID",2578,">1500","both"
"2752","IL-TN","TN","IL",531,"501-700","east"
"2753","IA-TN","TN","IA",928,"901-1100","both"
"2754","KS-TN","TN","KS",1108,"1101-1300","both"
"2755","LA-TN","TN","LA",746,"701-900","both"
"2756","MD-TN","TN","MD",918,"901-1100","east"
"2757","MN-TN","TN","MN",1340,"1301-1500","both"
"2758","MS-TN","TN","MS",459,"301-500","east"
"2759","MO-TN","TN","MO",613,"501-700","both"
"2760","NE-TN","TN","NE",1329,"1301-1500","both"
"2761","NV-TN","TN","NV",2692,">1500","both"
"2762","NJ-TN","TN","NJ",1132,"1101-1300","east"
"2763","NY-TN","TN","NY",1220,"1101-1300","east"
"2764","ND-TN","TN","ND",1740,">1500","both"
"2765","OH-TN","TN","OH",584,"501-700","east"
"2766","PA-TN","TN","PA",932,"901-1100","east"
"2767","SC-TN","TN","SC",542,"501-700","east"
"2768","SD-TN","TN","SD",1517,">1500","both"
"2769","TX-TN","TN","TX",1298,"1101-1300","both"
"2770","UT-TN","TN","UT",2263,">1500","both"
"2771","VA-TN","TN","VA",692,"501-700","east"
"2772","WY-TN","TN","WY",1984,">1500","both"
"2773","PR-TN","TN","PR",2763,">1500","both"
"2774","OR-TN","TN","OR",3036,">1500","both"
"2775","WV-TN","TN","WV",596,"501-700","east"
"2776","AL-TN","TN","AL",342,"301-500","east"
"2777","AK-TN","TN","AK",5354,">1500","both"
"2778","CO-TN","TN","CO",1732,">1500","both"
"2779","DE-TN","TN","DE",1021,"901-1100","east"
"2780","DC-TN","TN","DC",893,"701-900","both"
"2781","HI-TN","TN","HI",6916,">1500","both"
"2782","IN-TN","TN","IN",451,"301-500","east"
"2783","KY-TN","TN","KY",209,"100-300","east"
"2784","ME-TN","TN","ME",1787,">1500","east"
"2785","MA-TN","TN","MA",1442,"1301-1500","east"
"2786","MI-TN","TN","MI",861,"701-900","east"
"2787","MT-TN","TN","MT",2296,">1500","both"
"2788","NH-TN","TN","NH",1532,">1500","east"
"2789","NM-TN","TN","NM",1805,">1500","both"
"2790","NC-TN","TN","NC",632,"501-700","east"
"2791","OK-TN","TN","OK",1010,"901-1100","both"
"2792","VI-TN","TN","VI",2924,">1500","both"
"2793","RI-TN","TN","RI",1435,"1301-1500","east"
"2795","VT-TN","TN","VT",1481,"1301-1500","east"
"2796","WA-TN","TN","WA",3085,">1500","both"
"2797","WI-TN","TN","WI",1025,"901-1100","east"
"2798","AS-TN","TN","AS",10435,">1500","both"
"2799","GU-TN","TN","GU",12362,">1500","both"
"2800","MP-TN","TN","MP",12148,">1500","both"
"2801","AZ-VT","VT","AZ",3503,">1500","both"
"2802","AR-VT","VT","AR",1975,">1500","both"
"2803","CA-VT","VT","CA",3986,">1500","both"
"2804","CT-VT","VT","CT",273,"100-300","east"
"2805","FL-VT","VT","FL",1923,">1500","east"
"2806","GA-VT","VT","GA",1577,">1500","east"
"2807","ID-VT","VT","ID",3318,">1500","both"
"2808","IL-VT","VT","IL",1436,"1301-1500","east"
"2809","IA-VT","VT","IA",1707,">1500","both"
"2810","KS-VT","VT","KS",2232,">1500","both"
"2811","LA-VT","VT","LA",2226,">1500","both"
"2812","MD-VT","VT","MD",656,"501-700","east"
"2813","MN-VT","VT","MN",1714,">1500","both"
"2814","MS-VT","VT","MS",1939,">1500","east"
"2815","MO-VT","VT","MO",1773,">1500","both"
"2816","NE-VT","VT","NE",2229,">1500","both"
"2817","NV-VT","VT","NV",3654,">1500","both"
"2818","NJ-VT","VT","NJ",463,"301-500","east"
"2819","NY-VT","VT","NY",262,"100-300","east"
"2820","ND-VT","VT","ND",2183,">1500","both"
"2821","OH-VT","VT","OH",935,"901-1100","east"
"2822","PA-VT","VT","PA",552,"501-700","east"
"2823","SC-VT","VT","SC",1334,"1301-1500","east"
"2824","SD-VT","VT","SD",2191,">1500","both"
"2825","TX-VT","VT","TX",2717,">1500","both"
"2826","UT-VT","VT","UT",3259,">1500","both"
"2827","VA-VT","VT","VA",897,"701-900","east"
"2828","WY-VT","VT","WY",2801,">1500","both"
"2829","PR-VT","VT","PR",2924,">1500","both"
"2830","OR-VT","VT","OR",3785,">1500","both"
"2831","WV-VT","VT","WV",897,"701-900","east"
"2832","AL-VT","VT","AL",1755,">1500","east"
"2833","AK-VT","VT","AK",5246,">1500","both"
"2834","CO-VT","VT","CO",2782,">1500","both"
"2835","DE-VT","VT","DE",612,"501-700","east"
"2836","DC-VT","VT","DC",679,"501-700","both"
"2837","HI-VT","VT","HI",7961,">1500","both"
"2838","IN-VT","VT","IN",1217,"1101-1300","east"
"2839","KY-VT","VT","KY",1288,"1101-1300","east"
"2840","ME-VT","VT","ME",308,"301-500","east"
"2841","MA-VT","VT","MA",212,"100-300","east"
"2842","MI-VT","VT","MI",964,"901-1100","east"
"2843","MT-VT","VT","MT",2879,">1500","both"
"2844","NH-VT","VT","NH",97,"<100","east"
"2845","NM-VT","VT","NM",3054,">1500","both"
"2846","NC-VT","VT","NC",1107,"1101-1300","east"
"2847","OK-VT","VT","OK",2315,">1500","both"
"2848","VI-VT","VT","VI",3013,">1500","both"
"2849","RI-VT","VT","RI",279,"100-300","east"
"2850","TN-VT","VT","TN",1481,"1301-1500","east"
"2852","WA-VT","VT","WA",3678,">1500","both"
"2853","WI-VT","VT","WI",1382,"1301-1500","east"
"2854","AS-VT","VT","AS",11741,">1500","both"
"2855","GU-VT","VT","GU",12598,">1500","both"
"2856","MP-VT","VT","MP",12378,">1500","both"
"2857","AZ-WA","WA","AZ",1628,">1500","west"
"2858","AR-WA","WA","AR",2706,">1500","west"
"2859","CA-WA","WA","CA",1126,"1101-1300","west"
"2860","CT-WA","WA","CT",3787,">1500","both"
"2861","FL-WA","WA","FL",3870,">1500","both"
"2862","GA-WA","WA","GA",3511,">1500","both"
"2863","ID-WA","WA","ID",557,"501-700","west"
"2864","IL-WA","WA","IL",2624,">1500","both"
"2865","IA-WA","WA","IA",2201,">1500","west"
"2866","KS-WA","WA","KS",2043,">1500","west"
"2867","LA-WA","WA","LA",3025,">1500","west"
"2868","MD-WA","WA","MD",3616,">1500","both"
"2869","MN-WA","WA","MN",1987,">1500","west"
"2870","MS-WA","WA","MS",3056,">1500","both"
"2871","MO-WA","WA","MO",2476,">1500","west"
"2872","NE-WA","WA","NE",1759,">1500","west"
"2873","NV-WA","WA","NV",942,"901-1100","west"
"2874","NJ-WA","WA","NJ",3714,">1500","both"
"2875","NY-WA","WA","NY",3517,">1500","both"
"2876","ND-WA","WA","ND",1503,">1500","west"
"2877","OH-WA","WA","OH",3095,">1500","both"
"2878","PA-WA","WA","PA",3443,">1500","both"
"2879","SC-WA","WA","SC",3614,">1500","both"
"2880","SD-WA","WA","SD",1596,">1500","west"
"2881","TX-WA","WA","TX",2516,">1500","west"
"2882","UT-WA","WA","UT",1140,"1101-1300","west"
"2883","VA-WA","WA","VA",3542,">1500","both"
"2884","WY-WA","WA","WY",1121,"1101-1300","west"
"2885","PR-WA","WA","PR",5843,">1500","west"
"2886","OR-WA","WA","OR",382,"301-500","west"
"2887","WV-WA","WA","WV",3347,">1500","both"
"2888","AL-WA","WA","AL",3256,">1500","both"
"2889","AK-WA","WA","AK",2720,">1500","west"
"2890","CO-WA","WA","CO",1522,">1500","west"
"2891","DE-WA","WA","DE",3714,">1500","both"
"2892","DC-WA","WA","DC",3605,">1500","west"
"2893","HI-WA","WA","HI",4419,">1500","west"
"2894","IN-WA","WA","IN",2852,">1500","both"
"2895","KY-WA","WA","KY",3060,">1500","both"
"2896","ME-WA","WA","ME",3875,">1500","both"
"2897","MA-WA","WA","MA",3823,">1500","both"
"2898","MI-WA","WA","MI",2810,">1500","both"
"2899","MT-WA","WA","MT",818,"701-900","west"
"2900","NH-WA","WA","NH",3775,">1500","both"
"2901","NM-WA","WA","NM",1872,">1500","west"
"2902","NC-WA","WA","NC",3624,">1500","both"
"2903","OK-WA","WA","OK",2306,">1500","west"
"2904","VI-WA","WA","VI",6008,">1500","west"
"2905","RI-WA","WA","RI",3868,">1500","both"
"2906","TN-WA","WA","TN",3085,">1500","both"
"2907","VT-WA","WA","VT",3678,">1500","both"
"2909","WI-WA","WA","WI",2361,">1500","both"
"2910","AS-WA","WA","AS",8461,">1500","west"
"2911","GU-WA","WA","GU",9277,">1500","west"
"2912","MP-WA","WA","MP",9064,">1500","west"
"2913","AZ-WI","WI","AZ",2178,">1500","both"
"2914","AR-WI","WI","AR",1100,"901-1100","both"
"2915","CA-WI","WI","CA",2607,">1500","both"
"2916","CT-WI","WI","CT",1443,"1301-1500","east"
"2917","FL-WI","WI","FL",1895,">1500","east"
"2918","GA-WI","WI","GA",1447,"1301-1500","east"
"2919","ID-WI","WI","ID",1952,">1500","both"
"2920","IL-WI","WI","IL",512,"501-700","east"
"2921","IA-WI","WI","IA",401,"301-500","both"
"2922","KS-WI","WI","KS",976,"901-1100","both"
"2923","LA-WI","WI","LA",1517,">1500","both"
"2924","MD-WI","WI","MD",1261,"1101-1300","east"
"2925","MN-WI","WI","MN",384,"301-500","both"
"2926","MS-WI","WI","MS",1320,"1301-1500","east"
"2927","MO-WI","WI","MO",726,"701-900","both"
"2928","NE-WI","WI","NE",869,"701-900","both"
"2929","NV-WI","WI","NV",2273,">1500","both"
"2930","NJ-WI","WI","NJ",1354,"1301-1500","east"
"2931","NY-WI","WI","NY",1181,"1101-1300","east"
"2932","ND-WI","WI","ND",867,"701-900","both"
"2933","OH-WI","WI","OH",765,"701-900","east"
"2934","PA-WI","WI","PA",1082,"901-1100","east"
"2935","SC-WI","WI","SC",1425,"1301-1500","east"
"2936","SD-WI","WI","SD",812,"701-900","both"
"2937","TX-WI","WI","TX",1671,">1500","both"
"2938","UT-WI","WI","UT",1883,">1500","both"
"2939","VA-WI","WI","VA",1223,"1101-1300","east"
"2940","WY-WI","WI","WY",1420,"1301-1500","both"
"2941","PR-WI","WI","PR",3657,">1500","both"
"2942","OR-WI","WI","OR",2425,">1500","both"
"2943","WV-WI","WI","WV",1026,"901-1100","east"
"2944","AL-WI","WI","AL",1343,"1301-1500","east"
"2945","AK-WI","WI","AK",4373,">1500","both"
"2946","CO-WI","WI","CO",1431,"1301-1500","both"
"2947","DE-WI","WI","DE",1356,"1301-1500","east"
"2948","DC-WI","WI","DC",1252,"1101-1300","both"
"2949","HI-WI","WI","HI",6579,">1500","both"
"2950","IN-WI","WI","IN",609,"501-700","east"
"2951","KY-WI","WI","KY",883,"701-900","east"
"2952","ME-WI","WI","ME",1636,">1500","east"
"2953","MA-WI","WI","MA",1492,"1301-1500","east"
"2954","MI-WI","WI","MI",450,"301-500","east"
"2955","MT-WI","WI","MT",1544,">1500","both"
"2956","NH-WI","WI","NH",1475,"1301-1500","east"
"2957","NM-WI","WI","NM",1783,">1500","both"
"2958","NC-WI","WI","NC",1356,"1301-1500","east"
"2959","OK-WI","WI","OK",1190,"1101-1300","both"
"2960","VI-WI","WI","VI",3800,">1500","both"
"2961","RI-WI","WI","RI",1530,">1500","east"
"2962","TN-WI","WI","TN",1025,"901-1100","east"
"2963","VT-WI","WI","VT",1382,"1301-1500","east"
"2964","WA-WI","WI","WA",2361,">1500","both"
"2966","AS-WI","WI","AS",10395,">1500","both"
"2967","GU-WI","WI","GU",11539,">1500","both"
"2968","MP-WI","WI","MP",11321,">1500","both"
"2969","AZ-AS","AS","AZ",8238,">1500","west"
"2970","AR-AS","AS","AR",9874,">1500","west"
"2971","CA-AS","AS","CA",7818,">1500","west"
"2972","CT-AS","AS","CT",11712,">1500","both"
"2973","FL-AS","AS","FL",10593,">1500","both"
"2974","GA-AS","AS","GA",10608,">1500","both"
"2975","ID-AS","AS","ID",8619,">1500","west"
"2976","IL-AS","AS","IL",10317,">1500","both"
"2977","IA-AS","AS","IA",10040,">1500","west"
"2978","KS-AS","AS","KS",9511,">1500","west"
"2979","LA-AS","AS","LA",9783,">1500","west"
"2980","MD-AS","AS","MD",11336,">1500","both"
"2981","MN-AS","AS","MN",10133,">1500","west"
"2982","MS-AS","AS","MS",10047,">1500","both"
"2983","MO-AS","AS","MO",9991,">1500","west"
"2984","NE-AS","AS","NE",9528,">1500","west"
"2985","NV-AS","AS","NV",8164,">1500","west"
"2986","NJ-AS","AS","NJ",11532,">1500","both"
"2987","NY-AS","AS","NY",11500,">1500","both"
"2988","ND-AS","AS","ND",9743,">1500","west"
"2989","OH-AS","AS","OH",10852,">1500","both"
"2990","PA-AS","AS","PA",11280,">1500","both"
"2991","SC-AS","AS","SC",10870,">1500","both"
"2992","SD-AS","AS","SD",9625,">1500","west"
"2993","TX-AS","AS","TX",9139,">1500","west"
"2994","UT-AS","AS","UT",8522,">1500","west"
"2995","VA-AS","AS","VA",11126,">1500","both"
"2996","WY-AS","AS","WY",9026,">1500","west"
"2997","PR-AS","AS","PR",11980,">1500","west"
"2998","OR-AS","AS","OR",8211,">1500","west"
"2999","WV-AS","AS","WV",10999,">1500","both"
"3000","AL-AS","AS","AL",10304,">1500","both"
"3001","AK-AS","AS","AK",8870,">1500","west"
"3002","CO-AS","AS","CO",8968,">1500","west"
"3003","DE-AS","AS","DE",11444,">1500","both"
"3004","DC-AS","AS","DC",11312,">1500","west"
"3005","HI-AS","AS","HI",4102,">1500","west"
"3006","IN-AS","AS","IN",10553,">1500","both"
"3007","KY-AS","AS","KY",10572,">1500","both"
"3008","ME-AS","AS","ME",12022,">1500","both"
"3009","MA-AS","AS","MA",11793,">1500","both"
"3010","MI-AS","AS","MI",10781,">1500","both"
"3011","MT-AS","AS","MT",9106,">1500","west"
"3012","NH-AS","AS","NH",11825,">1500","both"
"3013","NM-AS","AS","NM",8695,">1500","west"
"3014","NC-AS","AS","NC",11043,">1500","both"
"3015","OK-AS","AS","OK",9465,">1500","west"
"3016","VI-AS","AS","VI",12150,">1500","west"
"3017","RI-AS","AS","RI",11807,">1500","both"
"3018","TN-AS","AS","TN",10435,">1500","both"
"3019","VT-AS","AS","VT",11741,">1500","both"
"3020","WA-AS","AS","WA",8461,">1500","west"
"3021","WI-AS","AS","WI",10395,">1500","both"
"3023","GU-AS","AS","GU",5787,">1500","west"
"3024","MP-AS","AS","MP",5797,">1500","west"
"3025","AZ-GU","GU","AZ",10388,">1500","west"
"3026","AR-GU","GU","AR",11958,">1500","west"
"3027","CA-GU","GU","CA",9606,">1500","west"
"3028","CT-GU","GU","CT",12802,">1500","both"
"3029","FL-GU","GU","FL",13124,">1500","both"
"3030","GA-GU","GU","GA",12787,">1500","both"
"3031","ID-GU","GU","ID",9796,">1500","west"
"3032","IL-GU","GU","IL",11886,">1500","both"
"3033","IA-GU","GU","IA",11461,">1500","west"
"3034","KS-GU","GU","KS",11300,">1500","west"
"3035","LA-GU","GU","LA",12213,">1500","west"
"3036","MD-GU","GU","MD",12779,">1500","both"
"3037","MN-GU","GU","MN",11156,">1500","west"
"3038","MS-GU","GU","MS",12302,">1500","both"
"3039","MO-GU","GU","MO",11753,">1500","west"
"3040","NE-GU","GU","NE",11035,">1500","west"
"3041","NV-GU","GU","NV",9795,">1500","west"
"3042","NJ-GU","GU","NJ",12813,">1500","both"
"3043","NY-GU","GU","NY",12540,">1500","both"
"3044","ND-GU","GU","ND",10686,">1500","west"
"3045","OH-GU","GU","OH",12303,">1500","both"
"3046","PA-GU","GU","PA",12572,">1500","both"
"3047","SC-GU","GU","SC",12887,">1500","both"
"3048","SD-GU","GU","SD",10857,">1500","west"
"3049","TX-GU","GU","TX",11571,">1500","west"
"3050","UT-GU","GU","UT",10205,">1500","west"
"3051","VA-GU","GU","VA",12762,">1500","both"
"3052","WY-GU","GU","WY",10387,">1500","west"
"3053","PR-GU","GU","PR",15117,">1500","west"
"3054","OR-GU","GU","OR",9353,">1500","west"
"3055","WV-GU","GU","WV",12565,">1500","both"
"3056","AL-GU","GU","AL",12521,">1500","both"
"3057","AK-GU","GU","AK",7366,">1500","west"
"3058","CO-GU","GU","CO",10713,">1500","west"
"3059","DE-GU","GU","DE",12859,">1500","both"
"3060","DC-GU","GU","DC",12774,">1500","west"
"3061","HI-GU","GU","HI",6380,">1500","west"
"3062","IN-GU","GU","IN",12098,">1500","both"
"3063","KY-GU","GU","KY",12326,">1500","both"
"3064","ME-GU","GU","ME",12653,">1500","both"
"3065","MA-GU","GU","MA",12795,">1500","both"
"3066","MI-GU","GU","MI",11960,">1500","both"
"3067","MT-GU","GU","MT",10071,">1500","west"
"3068","NH-GU","GU","NH",12687,">1500","both"
"3069","NM-GU","GU","NM",10862,">1500","west"
"3070","NC-GU","GU","NC",12876,">1500","both"
"3071","OK-GU","GU","OK",11519,">1500","west"
"3072","VI-GU","GU","VI",15284,">1500","west"
"3073","RI-GU","GU","RI",12857,">1500","both"
"3074","TN-GU","GU","TN",12362,">1500","both"
"3075","VT-GU","GU","VT",12598,">1500","both"
"3076","WA-GU","GU","WA",9277,">1500","west"
"3077","WI-GU","GU","WI",11539,">1500","both"
"3078","AS-GU","GU","AS",5787,">1500","west"
"3080","MP-GU","GU","MP",220,"100-300","west"
"3081","AZ-MP","MP","AZ",10188,">1500","west"
"3082","AR-MP","MP","AR",11748,">1500","west"
"3083","CA-MP","MP","CA",9405,">1500","west"
"3084","CT-MP","MP","CT",12582,">1500","both"
"3085","FL-MP","MP","FL",12915,">1500","both"
"3086","GA-MP","MP","GA",12575,">1500","both"
"3087","ID-MP","MP","ID",9584,">1500","west"
"3088","IL-MP","MP","IL",11670,">1500","both"
"3089","IA-MP","MP","IA",11246,">1500","west"
"3090","KS-MP","MP","KS",11089,">1500","west"
"3091","LA-MP","MP","LA",12007,">1500","west"
"3092","MD-MP","MP","MD",12560,">1500","both"
"3093","MN-MP","MP","MN",10938,">1500","west"
"3094","MS-MP","MP","MS",12093,">1500","both"
"3095","MO-MP","MP","MO",11540,">1500","west"
"3096","NE-MP","MP","NE",10822,">1500","west"
"3097","NV-MP","MP","NV",9590,">1500","west"
"3098","NJ-MP","MP","NJ",12593,">1500","both"
"3099","NY-MP","MP","NY",12320,">1500","both"
"3100","ND-MP","MP","ND",10469,">1500","west"
"3101","OH-MP","MP","OH",12086,">1500","both"
"3102","PA-MP","MP","PA",12353,">1500","both"
"3103","SC-MP","MP","SC",12672,">1500","both"
"3104","SD-MP","MP","SD",10642,">1500","west"
"3105","TX-MP","MP","TX",11369,">1500","west"
"3106","UT-MP","MP","UT",9999,">1500","west"
"3107","VA-MP","MP","VA",12544,">1500","both"
"3108","WY-MP","MP","WY",10175,">1500","west"
"3109","PR-MP","MP","PR",14905,">1500","west"
"3110","OR-MP","MP","OR",9144,">1500","west"
"3111","WV-MP","MP","WV",12347,">1500","both"
"3112","AL-MP","MP","AL",12310,">1500","both"
"3113","AK-MP","MP","AK",7146,">1500","west"
"3114","CO-MP","MP","CO",10504,">1500","west"
"3115","DE-MP","MP","DE",12640,">1500","both"
"3116","DC-MP","MP","DC",12555,">1500","west"
"3117","HI-MP","MP","HI",6231,">1500","west"
"3118","IN-MP","MP","IN",11881,">1500","both"
"3119","KY-MP","MP","KY",12111,">1500","both"
"3120","ME-MP","MP","ME",12433,">1500","both"
"3121","MA-MP","MP","MA",12575,">1500","both"
"3122","MI-MP","MP","MI",11741,">1500","both"
"3123","MT-MP","MP","MT",9856,">1500","west"
"3124","NH-MP","MP","NH",12466,">1500","both"
"3125","NM-MP","MP","NM",10659,">1500","west"
"3126","NC-MP","MP","NC",12659,">1500","both"
"3127","OK-MP","MP","OK",11311,">1500","west"
"3128","VI-MP","MP","VI",15072,">1500","west"
"3129","RI-MP","MP","RI",12637,">1500","both"
"3130","TN-MP","MP","TN",12148,">1500","both"
"3131","VT-MP","MP","VT",12378,">1500","both"
"3132","WA-MP","MP","WA",9064,">1500","west"
"3133","WI-MP","MP","WI",11321,">1500","both"
"3134","AS-MP","MP","AS",5797,">1500","west"
"3135","GU-MP","MP","GU",220,"100-300","west"
